"Category","Sub Category","Organization Type","Name","Address","Address2","City","County","State","Zip Code","Lat","Long","Email","Website","Description","CPG Number","CPG Issued On","Electricity Type","Utility","Owner","Stream","Project Team","Installation Date","Funding Source","Funding Amount","Financed By","System Specs","Capacity kW","Annual Production (kWh)","Energy Production Link","Annual Electricity Saved (kWh)","Capacity (MMBTU)","Annual Production (MMBTU)","Annual MMBTU Saved"
"Solar","Roof-Mounted PV","Business","9 Washington St.","9 Washington St.","","Rutland City","Rutland County","Vermont","05701","43.606165","-72.97275999999999","","","5441","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-05-07","","","","","6.01","","","","","",""
"Solar","Roof-Mounted PV","Business","PEG TV","1 Scale Avenue","","Rutland City","Rutland County","Vermont","05701","43.60077","-72.9736","","","9623","3087","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2013-09-04","","","","","9.199999999999999","","","","","",""
"Solar","Roof-Mounted PV","Business","Green Mountain Power","77 Grove Street","","Rutland City","Rutland County","Vermont","05701","43.6112","-72.98139999999999","","","4900","3483","2014-03-25","Net Metered","Green Mountain Power","","","Green Mountain Power Lineworkers","2014-03-25","","","","","9.84","","","","","",""
"Solar","Roof-Mounted PV","Business","88 Cleveland Ave.","88 Cleveland Ave.","","Rutland City","Rutland County","Vermont","05701","43.612842","-72.988387","","","29537","17-2624-NMR","","Net Metered","Green Mountain Power","","","Apex Solar Power","2017-08-08","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Business","30 Center St","30 Center St","","Rutland City","Rutland County","Vermont","05701","43.6065815","-72.9802135","","","11216","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2015-06-11","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Business","247 West St","247 West St","","Rutland City","Rutland County","Vermont","05701","43.60008333","-72.97974833000001","","","9683","3155","","Net Metered","Green Mountain Power","","","Foxfire Energy Corp","2015-03-06","","","","","13.2","","","","","",""
"Solar","Roof-Mounted PV","Business","68-70 Merchants Row","68-70 Merchants Row","","Rutland City","Rutland County","Vermont","05701","43.607239","-72.98057767","","","9581","#NM-2945","","Net Metered","Green Mountain Power","","","Solar Communities","2014-03-18","","","","","19.88","","","","","",""
"Solar","Roof-Mounted PV","Business","140 Granger Street","140 Granger Street","","Rutland City","Rutland County","Vermont","05701","43.59996","-72.97922800000001","","","23747","#NM-16-0084","","Net Metered","Green Mountain Power","","","Clean Energy Design Group Inc","2017-12-06","","","","","20","","","","","",""
"Solar","Roof-Mounted PV","Business","Coughlin, Inc.","360 West St","","Rutland City","Rutland County","Vermont","05701","43.605187","-72.99438600000001","","","44635","19-1755","2019-07-18","Net Metered","Green Mountain Power","","","Same Sun of Vermont, Inc.","2019-07-23","","","","","33.3","","","","","",""
"Solar","Roof-Mounted PV","Business","296 Greens Hill Lane","296 Greens Hill Lane","","Rutland City","Rutland County","Vermont","05701","43.602625","-72.99251","","","4233","#NM-3187","","Net Metered","Green Mountain Power","","","Positive Energy NY LLC","2014-05-20","","","","","59.25","","","","","",""
"Solar","Roof-Mounted PV","Business","260 N. Main Street","260 N. Main Street","","Rutland City","Rutland County","Vermont","05701","43.626779","-72.97491100000001","","","9332","#NM-2399","","Net Metered","Green Mountain Power","","","Green Earth Energy","2013-02-25","","","","","77.7","","","","","",""
"Solar","Roof-Mounted PV","Business","90 Cleveland Avenue","90 Cleveland Avenue","","Rutland City","Rutland County","Vermont","05701","43.61335","-72.98869000000001","","","29119","17-2625","","Net Metered","Green Mountain Power","","","Apex Solar Power","2017-08-08","","","","","86.40000000000001","","","","","",""
"Solar","Roof-Mounted PV","Business","56 Howe Street","56 Howe Street","","Rutland City","Rutland County","Vermont","05701","43.60472667","-72.98251783000001","","","23296","","","Net Metered","Green Mountain Power","","","Clean Energy Design Group Inc","2017-12-08","","","","","99.90000000000001","","","","","",""
"Solar","Roof-Mounted PV","Business","5 General Wing Road","5 General Wing Road","","Rutland City","Rutland County","Vermont","05701","43.60266667","-72.95950999999999","","","37256","18-2011","","Net Metered","Green Mountain Power","","","DC Energy Innovations","2018-11-13","","","","","100.8","","","","","",""
"Solar","Roof-Mounted PV","Institution","18 Chaplin Ave","18 Chaplin Ave","","Rutland City","Rutland County","Vermont","05701","43.593829","-72.96679032999999","","","11250","5633","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2015-07-21","","","","","9","","","","","",""
"Solar","Roof-Mounted PV","Institution","1 Hillside Road","1 Hillside Road","","Rutland City","Rutland County","Vermont","05701","43.61751933","-72.96054617","","","4462","#NM-3378","","Net Metered","Green Mountain Power","","","USA Solar Store","2014-04-16","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Institution","275 Stratton Road","275 Stratton Road","","Rutland City","Rutland County","Vermont","05701","43.59732","-72.95296999999999","","","4328","#NM-3289","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2013-12-09","","","","","15.39","","","","","",""
"Solar","Roof-Mounted PV","Institution","45 Union St.","45 Union St.","","Rutland City","Rutland County","Vermont","05701","43.60652","-72.98275","","","21923","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2017-09-28","","","","","53","","","","","",""
"Solar","Roof-Mounted PV","Institution","71 Clement Road","71 Clement Road","","Rutland City","Rutland County","Vermont","05701","43.60056717","-73.0009505","","","9646","#NM-3105","","Net Metered","Green Mountain Power","","","Positive Energy NY LLC","2013-11-15","","","","","93.3","","","","","",""
"Solar","Roof-Mounted PV","Residential","124 oak Street","124 oak Street","","Rutland City","Rutland County","Vermont","05701","43.61575","-72.98587999999999","","","15803","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2015-11-13","","","","","1","","","","","",""
"Solar","Roof-Mounted PV","Residential","22 Roberts Avenue","22 Roberts Avenue","","Rutland City","Rutland County","Vermont","05701","43.613837","-72.976016","","","8652","#NM-389","","Net Metered","Green Mountain Power","","","Central Vermont Solar and Wind","2007-10-29","","","","","1.37","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Jan Avenue","4 Jan Avenue","","Rutland City","Rutland County","Vermont","05701","43.62387","-72.98354999999999","","","9434","","","Net Metered","Green Mountain Power","","","Gian Pauletto","2013-04-23","","","","","1.9","","","","","",""
"Solar","Roof-Mounted PV","Residential","72 Stratton Road","72 Stratton Road","","Rutland City","Rutland County","Vermont","05701","43.61313","-72.95639","","","8668","#NM-410","","Net Metered","Green Mountain Power","","","ReKnew Energy Systems","2013-04-02","","","","","2.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Thrall Ave","4 Thrall Ave","","Rutland City","Rutland County","Vermont","05701","43.61624","-72.96463","","","38812","18-2959","","Net Metered","Green Mountain Power","","","Sunrun Inc","2018-10-19","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Tuttle Meadow Drive","8 Tuttle Meadow Drive","","Rutland City","Rutland County","Vermont","05701","43.621028","-72.964765","","","32854","17-4359","","Net Metered","Green Mountain Power","","","Solar City Corporation dba Tesla Energy","2017-11-03","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","6 Avenue B","6 Avenue B","","Rutland City","Rutland County","Vermont","05701","43.60174","-72.96745","","","23834","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-01-19","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","198 Killington Ave.","198 Killington Ave.","","Rutland City","Rutland County","Vermont","05701","43.60776","-72.9524","","","24644","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-22","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","21 Ronaldo Court","21 Ronaldo Court","","Rutland City","Rutland County","Vermont","05701","43.60913","-72.9601","","","24968","#NM-17-4516","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-22","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","138 Crescent St.","138 Crescent St.","","Rutland City","Rutland County","Vermont","05701","43.61457","-72.9868","","","23999","#NM-17-4281","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-02","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","105 Plain St.","105 Plain St.","","Rutland City","Rutland County","Vermont","05701","43.59724","-72.98052","","","22961","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-10-25","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","6 Tuttle Meadow Drive","6 Tuttle Meadow Drive","","Rutland City","Rutland County","Vermont","05701","43.620938","-72.965166","","","20280","#NM-16-0825","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-22","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","2A Haywood Ave","2A Haywood Ave","","Rutland City","Rutland County","Vermont","05701","43.59367883","-72.96112067","","","21348","#NM-17-4253","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-01","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","17 Vernon St.","17 Vernon St.","","Rutland City","Rutland County","Vermont","05701","43.623453","-72.976607","","","19625","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-24","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","2 Gilrain Ave.","2 Gilrain Ave.","","Rutland City","Rutland County","Vermont","05701","43.60301","-72.95502","","","19744","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-24","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","38 Freeman Ave","38 Freeman Ave","","Rutland City","Rutland County","Vermont","05701","43.60037","-72.95272","","","20820","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-15","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","114 East St.","114 East St.","","Rutland City","Rutland County","Vermont","05701","43.603662","-72.96723299999999","","","18651","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-11","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","2 Woodland Drive","2 Woodland Drive","","Rutland City","Rutland County","Vermont","05701","43.606088","-72.955304","","","18724","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-11","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Brightview Avenue","8 Brightview Avenue","","Rutland City","Rutland County","Vermont","05701","43.599925","-72.96217","","","20802","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-11","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","18 Moonbrook Drive","18 Moonbrook Drive","","Rutland City","Rutland County","Vermont","05701","43.61143","-72.9526","","","20412","16-0860","2016-06-23","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-29","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","18 Stone Ridge Drive","18 Stone Ridge Drive","","Rutland City","Rutland County","Vermont","05701","43.59771","-72.99684000000001","","","20015","#NM-16-0802","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-21","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","215 Lincoln Ave.","215 Lincoln Ave.","","Rutland City","Rutland County","Vermont","05701","43.62463","-72.97893000000001","","","20305","","","Net Metered","Green Mountain Power","","","Solar City COrporation","2016-07-21","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","61 Pierrepont Ave","61 Pierrepont Ave","","Rutland City","Rutland County","Vermont","05701","43.61188407","-72.96267555","","","18554","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-06-16","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","13 Victor Place","13 Victor Place","","Rutland City","Rutland County","Vermont","05701","43.611572","-72.955884","","","18392","#NM-16-0354","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-06-16","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 Perry Lane","14 Perry Lane","","Rutland City","Rutland County","Vermont","05701","43.60263","-72.96299999999999","","","18590","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-31","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","128 Stratton Road","128 Stratton Road","","Rutland City","Rutland County","Vermont","05701","43.609277","-72.956157","","","17994","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-26","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","5 Taft Ave.","5 Taft Ave.","","Rutland City","Rutland County","Vermont","05701","43.609773","-72.963255","","","18287","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-26","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","1 Sharon Drive","1 Sharon Drive","","Rutland City","Rutland County","Vermont","05701","43.613312","-72.955218","","","6957","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-07-28","","","","","3.09","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Sherwood Road","8 Sherwood Road","","Rutland City","Rutland County","Vermont","05701","43.624017","-72.968806","","","9185","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2013-04-05","","","","","3.1","","","","","",""
"Solar","Roof-Mounted PV","Residential","60 baxter Street","60 baxter Street","","Rutland City","Rutland County","Vermont","05701","43.611542","-72.986918","","","5358","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-03-24","","","","","3.14","","","","","",""
"Solar","Roof-Mounted PV","Residential","16 Brightview Ave","16 Brightview Ave","","Rutland City","Rutland County","Vermont","05701","43.60037","-72.96086","","","37772","18-1757","","Net Metered","Green Mountain Power","","","Solar City Corporation","2018-08-06","","","","","3.3","","","","","",""
"Solar","Roof-Mounted PV","Residential","5 Phillips Street","5 Phillips Street","","Rutland City","Rutland County","Vermont","05701","43.62126217","-72.97659783","","","6678","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-07-03","","","","","3.46","","","","","",""
"Solar","Roof-Mounted PV","Residential","2 Rachel Drive","2 Rachel Drive","","Rutland City","Rutland County","Vermont","05701","43.61240667","-72.94862999999999","","","30250","17-3092-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-07-21","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","28 Burnham Ave","28 Burnham Ave","","Rutland City","Rutland County","Vermont","05701","43.612024","-72.97585100000001","","","24601","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-09","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","125 Bellevue Ave.","125 Bellevue Ave.","","Rutland City","Rutland County","Vermont","05701","43.61817","-72.97033999999999","","","24852","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-07","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","24 Easterly Ave.","24 Easterly Ave.","","Rutland City","Rutland County","Vermont","05701","43.60877","-72.96381","","","20448","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-24","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","161 Adams St.","161 Adams St.","","Rutland City","Rutland County","Vermont","05701","43.61978","-72.98076","","","18584","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-21","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","86 Brown St.","86 Brown St.","","Rutland City","Rutland County","Vermont","05701","43.6021","-72.9823","","","20256","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-21","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","1 Nicole Place","1 Nicole Place","","Rutland City","Rutland County","Vermont","05701","43.609321","-72.95578500000001","","","18779","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-06-03","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","16 Howard Ave.","16 Howard Ave.","","Rutland City","Rutland County","Vermont","05701","43.61042","-72.96285","","","18185","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-26","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","702 Gleason Road","702 Gleason Road","","Rutland City","Rutland County","Vermont","05701","43.62165","-72.94018","","","16285","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-03-23","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","108 S Main Street","108 S Main Street","","Rutland City","Rutland County","Vermont","05701","43.60113","-72.97060999999999","","","44166","19-1377","2019-05-29","Net Metered","Green Mountain Power","","","Sunrun Installation Services, Inc.","2019-06-21","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","140 Holly St.","140 Holly St.","","Rutland City","Rutland County","Vermont","05701","43.61734","-72.98553","","","38676","18-2274","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2018-08-18","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","114 Park Ave.","114 Park Ave.","","Rutland City","Rutland County","Vermont","05701","43.61366","-72.98529000000001","","","35767","18-0772","","Net Metered","Green Mountain Power","","","Norwich Technologies","2018-05-02","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","445 1/2 West Rutland","445 1/2 West Rutland","","Rutland City","Rutland County","Vermont","05701","43.61203659","-72.96267517","","","34829","18-0272","","Net Metered","Green Mountain Power","","","Solar City Corporation dba Tesla Energy","2018-04-18","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","180 Baxter Street","180 Baxter Street","","Rutland City","Rutland County","Vermont","05701","43.62001","-72.98854","","","21419","","","Net Metered","Green Mountain Power","","","SunCommon","2016-08-15","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","43 Avenue C","43 Avenue C","","Rutland City","Rutland County","Vermont","05701","43.60197","-72.96653000000001","","","31672","17-3762-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation dba Tesla Energy","2017-08-21","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","13 Kendall Ave.","13 Kendall Ave.","","Rutland City","Rutland County","Vermont","05701","43.61347","-72.974771","","","30531","17-3095-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-06-29","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","34 Ronaldo Court","34 Ronaldo Court","","Rutland City","Rutland County","Vermont","05701","43.6075","-72.96028","","","23355","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-21","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","7 Alta Terrace","7 Alta Terrace","","Rutland City","Rutland County","Vermont","05701","43.606833","-72.95084799999999","","","20814","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-23","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","5 Haywood Ave","5 Haywood Ave","","Rutland City","Rutland County","Vermont","05701","43.593954","-72.96162699999999","","","21993","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-22","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","10 Victor Place","10 Victor Place","","Rutland City","Rutland County","Vermont","05701","43.61111","-72.95536","","","19790","#NM-17-4726","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-15","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","24 Laverne Drive","24 Laverne Drive","","Rutland City","Rutland County","Vermont","05701","43.62471","-72.95765","","","18466","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-15","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","25 Moonbrook Drive","25 Moonbrook Drive","","Rutland City","Rutland County","Vermont","05701","43.61174","-72.95344","","","19600","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-06-16","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","24 Sherwood Road","24 Sherwood Road","","Rutland City","Rutland County","Vermont","05701","43.62413","-72.9696","","","17876","16-0212","2016-03-14","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-03","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","5 Victor Place","5 Victor Place","","Rutland City","Rutland County","Vermont","05701","43.609972","-72.95585","","","17276","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-03-30","","","","","4.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","11 Royce Street","11 Royce Street","","Rutland City","Rutland County","Vermont","05701","43.60267","-72.97248","","","6652","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-12-03","","","","","4.26","","","","","",""
"Solar","Roof-Mounted PV","Residential","20 North Street","20 North Street","","Rutland City","Rutland County","Vermont","05701","43.617801","-72.976375","","","6771","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-07-09","","","","","4.26","","","","","",""
"Solar","Roof-Mounted PV","Residential","109 Forest St.","109 Forest St.","","Rutland City","Rutland County","Vermont","05701","43.59982","-72.98374","","","44548","19-1622","2019-06-15","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2019-06-19","","","","","4.48","","","","","",""
"Solar","Roof-Mounted PV","Residential","13 Birchwood Ave","13 Birchwood Ave","","Rutland City","Rutland County","Vermont","05701","43.610624","-72.965548","","","13015","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2015-06-02","","","","","4.5","","","","","",""
"Solar","Roof-Mounted PV","Residential","16 Elmwood Drive","16 Elmwood Drive","","Rutland City","Rutland County","Vermont","05701","43.60538","-72.94855","","","8959","#NM-1240","","Net Metered","Green Mountain Power","","","Central Vermont Solar and Wind","2013-04-03","","","","","4.79","","","","","",""
"Solar","Roof-Mounted PV","Residential","26 Griswold Drive","26 Griswold Drive","","Rutland City","Rutland County","Vermont","05701","43.59671","-72.98484000000001","","","39000","18-2321","","Net Metered","Green Mountain Power","","","Green Mountain Solar","2018-08-29","","","","","4.93","","","","","",""
"Solar","Roof-Mounted PV","Residential","349 Victoria Dr.","349 Victoria Dr.","","Rutland City","Rutland County","Vermont","05701","43.60362","-72.93922999999999","","","45842","19-2325","2019-07-12","Net Metered","Green Mountain Power","","","Sunrun Installation Services, Inc.","2019-08-16","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","116 Granger Street","116 Granger Street","","Rutland City","Rutland County","Vermont","05701","43.60135","-72.98012","","","42945","19-1253","2019-05-17","Net Metered","Green Mountain Power","","","Sunrun Installation Services, Inc.","2019-06-17","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","171 Lincoln Ave","171 Lincoln Ave","","Rutland City","Rutland County","Vermont","05701","43.62124","-72.97825","","","41732","19-0406","","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-04-02","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","55 Pierpoint Ave","55 Pierpoint Ave","","Rutland City","Rutland County","Vermont","05701","43.60917","-72.9913","","","25278","17-3607","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-08-07","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","85 East Street","85 East Street","","Rutland City","Rutland County","Vermont","05701","43.60576","-72.96832999999999","","","31170","17-3377-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-07-13","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","39 Pine Street","39 Pine Street","","Rutland City","Rutland County","Vermont","05701","43.61025","-72.98348","","","26943","","","Net Metered","Green Mountain Power","","","Norwich Technologies","2017-06-29","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","153 Baxter St.","153 Baxter St.","","Rutland City","Rutland County","Vermont","05701","43.61788","-72.98860000000001","","","24742","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-12-30","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","2 Alta Terrace","2 Alta Terrace","","Rutland City","Rutland County","Vermont","05701","43.60787","-72.95018","","","20627","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-22","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","18 Sonia Drive","18 Sonia Drive","","Rutland City","Rutland County","Vermont","05701","43.604367","-72.94793199999999","","","22056","","","Net Metered","Green Mountain Power","","","Bristol Electronics","2016-09-02","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","38 Summer St.","38 Summer St.","","Rutland City","Rutland County","Vermont","05701","43.610205","-72.98196900000001","","","19051","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-29","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","17 Victor Place","17 Victor Place","","Rutland City","Rutland County","Vermont","05701","43.612084","-72.95590300000001","","","18349","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-29","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","92 First Street","92 First Street","","Rutland City","Rutland County","Vermont","05701","43.59925","-72.98067","","","9495","","","Net Metered","Green Mountain Power","","","Green Earth Energy","2013-07-17","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","90 Brown Street","90 Brown Street","","Rutland City","Rutland County","Vermont","05701","43.601882","-72.98213199999999","","","6664","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-10-24","","","","","5.05","","","","","",""
"Solar","Roof-Mounted PV","Residential","26 S.Main Street","26 S.Main Street","","Rutland City","Rutland County","Vermont","05701","43.60677","-72.971425","","","6623","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-07-02","","","","","5.05","","","","","",""
"Solar","Roof-Mounted PV","Residential","94 Main Street North","94 Main Street North","","Rutland City","Rutland County","Vermont","05701","43.61504","-72.97269900000001","","","9643","# NM - 3127","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2013-09-04","","","","","5.1","","","","","",""
"Solar","Roof-Mounted PV","Residential","24 Jefferson Street","24 Jefferson Street","","Rutland City","Rutland County","Vermont","05701","43.61803","-72.96795","","","9466","","","Net Metered","Green Mountain Power","","","Bristol Electronics","2013-04-05","","","","","5.1","","","","","",""
"Solar","Roof-Mounted PV","Residential","31 Field Avenue","31 Field Avenue","","Rutland City","Rutland County","Vermont","05701","43.6265","-72.97865","","","29695","17-2965-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-05-02","","","","","5.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","187 Killington Ave","187 Killington Ave","","Rutland City","Rutland County","Vermont","05701","43.60795","-72.955748","","","23202","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-29","","","","","5.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","28 EMMETT AVENUE","28 EMMETT AVENUE","","Rutland City","Rutland County","Vermont","05701","43.60893","-72.9922","","","6658","4128","2014-07-18","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-07-03","","","","","5.32","","","","","",""
"Solar","Roof-Mounted PV","Residential","8A Grandview Terrace","8A Grandview Terrace","","Rutland City","Rutland County","Vermont","05701","43.61002","-72.9464","","","5221","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2014-03-24","","","","","5.75","","","","","",""
"Solar","Roof-Mounted PV","Residential","83 Baxter St","83 Baxter St","","Rutland City","Rutland County","Vermont","05701","43.61301","-72.98775000000001","","","42036","19-0589","","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-04-12","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","91 Main St.","91 Main St.","","Rutland City","Rutland County","Vermont","05701","43.60204","-72.97134","","","38358","18-2840","","Net Metered","Green Mountain Power","","","Sunrun Inc","2019-01-18","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","28 Lafayette St.","28 Lafayette St.","","Rutland City","Rutland County","Vermont","05701","43.609954","-72.965979","","","41123","18-4176","","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-01-18","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","97 North St. Ext.","97 North St. Ext.","","Rutland City","Rutland County","Vermont","05701","43.620708","-72.96389499999999","","","39954","18-3241","","Net Metered","Green Mountain Power","","","Sunrun Inc","2018-10-17","","","","","6","","","","","",""
